order_id,user_id,order_time,pay_time,province,city,channel,order_status,total_amount,discount_amount,pay_amount
O2025122700017878,U008970,2025-12-27 19:31:22,2025-12-27 19:59:22,河南省,许昌,直播间,已支付,213.46,23.46,190.00
O2025110800017879,U009444,2025-11-08 22:28:39,2025-11-08 22:47:39,湖北省,宜昌,搜索广告,已支付,379.45,6.26,373.19
O2026010200017880,U011020,2026-01-02 08:57:03,2026-01-02 09:07:03,湖南省,岳阳,APP,已完成,1117.41,44.70,1072.71
O2026050100017881,U007806,2026-05-01 22:38:30,2026-05-01 23:00:30,安徽省,阜阳,APP,已支付,3928.99,550.69,3378.30
O2025063000017882,U010084,2025-06-30 22:29:14,2025-06-30 22:57:14,浙江省,杭州,APP,已完成,543.36,8.15,535.21
O2026031300017883,U002821,2026-03-13 01:50:46,2026-03-13 02:13:46,福建省,泉州,自然流量,已支付,1744.06,104.64,1639.42
O2025080300017884,U007729,2025-08-03 00:44:26,2025-08-03 01:05:26,广东省,珠海,小程序,已支付,3381.08,342.44,3038.64
O2025113000017885,U002087,2025-11-30 20:34:14,2025-11-30 20:41:14,浙江省,嘉兴,APP,已支付,202.03,2.18,199.85
O2025030700017886,U005688,2025-03-07 22:55:16,2025-03-07 23:05:16,上海市,上海,搜索广告,已支付,2950.13,88.50,2861.63
O2025010100017887,U010448,2025-01-01 08:05:54,2025-01-01 08:15:54,上海市,上海,小程序,已支付,1397.06,162.30,1234.76
O2025101000017888,U002365,2025-10-10 11:05:11,2025-10-10 11:15:11,上海市,上海,搜索广告,已支付,4921.19,246.06,4675.13
O2025102600017889,U000358,2025-10-26 01:29:41,2025-10-26 01:57:41,江苏省,常州,APP,已支付,2742.41,187.41,2555.00
O2026010300017890,U010611,2026-01-03 00:50:22,,广东省,东莞,PC,已取消,652.83,35.12,0.00
O2025041700017891,U006787,2025-04-17 17:18:21,2025-04-17 17:25:21,福建省,福州,APP,已退款,257.26,0.00,50.26
O2025080300017892,U003843,2025-08-03 11:39:17,2025-08-03 12:02:17,河南省,许昌,直播间,已支付,10010.92,801.35,9209.57
O2025091000017893,U001535,2025-09-10 20:55:05,2025-09-10 21:06:05,安徽省,芜湖,搜索广告,已完成,3280.20,131.21,3148.99
O2025062500017894,U010737,2025-06-25 21:14:13,2025-06-25 21:41:13,湖北省,黄冈,小程序,已支付,388.86,7.78,381.08
O2025112800017895,U002588,2025-11-28 20:21:36,2025-11-28 20:44:36,安徽省,安庆,直播间,已支付,2268.42,135.81,2132.61
O2025020800017896,U000422,2025-02-08 20:44:55,2025-02-08 20:45:55,北京市,北京,PC,已支付,3754.61,222.95,3531.66
O2025042700017897,U009786,2025-04-27 12:37:54,2025-04-27 12:42:54,江苏省,南通,APP,已退款,229.25,5.46,10.48
O2025112500017898,U002497,2025-11-25 20:05:26,2025-11-25 20:23:26,江苏省,南通,APP,已完成,649.29,9.74,639.55
O2026032900017899,U008847,2026-03-29 11:21:26,2026-03-29 11:48:26,江苏省,无锡,APP,已完成,2061.50,129.47,1932.03
O2025081600017900,U000783,2025-08-16 20:26:43,2025-08-16 20:27:43,广东省,佛山,APP,已支付,1454.49,100.51,1353.98
O2025122000017901,U003402,2025-12-20 20:37:46,2025-12-20 20:56:46,江苏省,南京,小程序,已支付,855.34,43.42,811.92
O2025021800017902,U003240,2025-02-18 08:11:46,2025-02-18 08:29:46,江苏省,常州,APP,已支付,9563.46,286.90,9276.56
O2025101900017903,U001635,2025-10-19 11:30:22,2025-10-19 11:52:22,河南省,郑州,PC,已完成,475.07,6.27,468.80
O2025071300017904,U009365,2025-07-13 22:55:14,2025-07-13 23:01:14,广东省,珠海,APP,已完成,2724.04,214.42,2509.62
O2025092700017905,U004606,2025-09-27 20:22:17,2025-09-27 20:27:17,山东省,青岛,APP,已支付,5349.60,215.72,5133.88
O2025040900017906,U004879,2025-04-09 23:05:53,2025-04-09 23:31:53,湖北省,荆州,PC,已支付,322.66,3.23,319.43
O2025111000017907,U007388,2025-11-10 11:43:13,2025-11-10 12:12:13,广东省,东莞,APP,已支付,1449.50,43.48,1406.02
O2026020400017908,U001914,2026-02-04 22:01:19,2026-02-04 22:25:19,广东省,珠海,小程序,已支付,6371.21,254.85,6116.36
O2025121200017909,U007277,2025-12-12 20:51:03,2025-12-12 21:18:03,浙江省,嘉兴,PC,已支付,4823.56,907.66,3915.90
O2025080100017910,U001350,2025-08-01 22:41:25,2025-08-01 23:10:25,江苏省,南京,APP,已支付,1536.83,46.10,1490.73
O2025010100017911,U009150,2025-01-01 20:23:13,2025-01-01 20:30:13,浙江省,温州,PC,已支付,7476.90,1029.49,6447.41
O2025012900017912,U008516,2025-01-29 23:02:20,2025-01-29 23:07:20,广东省,深圳,APP,已支付,10394.64,831.57,9563.07
O2025021200017913,U011200,2025-02-12 22:31:10,2025-02-12 23:01:10,江苏省,常州,搜索广告,已支付,444.09,4.44,439.65
O2025121600017914,U000240,2025-12-16 00:37:05,2025-12-16 00:51:05,江苏省,常州,小程序,已支付,6554.88,262.20,6292.68
O2025061800017915,U007501,2025-06-18 13:17:10,2025-06-18 13:23:10,浙江省,嘉兴,APP,已完成,1138.61,150.10,988.51
O2025010800017916,U004468,2025-01-08 22:29:44,2025-01-08 22:54:44,河南省,洛阳,APP,已支付,1125.18,45.01,1080.17
O2025112600017917,U000259,2025-11-26 21:50:40,2025-11-26 22:02:40,江苏省,南京,直播间,已支付,359.58,20.00,339.58
O2025071900017918,U000372,2025-07-19 22:16:22,2025-07-19 22:22:22,湖北省,襄阳,小程序,已支付,1770.87,128.26,1642.61
O2026030200017919,U006383,2026-03-02 13:47:42,2026-03-02 13:51:42,广东省,广州,APP,已支付,1056.01,31.68,1024.33
O2025012200017920,U006115,2025-01-22 23:25:04,,福建省,漳州,PC,已取消,3733.16,149.33,0.00
O2025070900017921,U006669,2025-07-09 21:55:13,2025-07-09 22:22:13,河南省,新乡,APP,已完成,2604.47,78.13,2526.34
O2025102700017922,U000012,2025-10-27 20:04:10,2025-10-27 20:16:10,江苏省,南通,PC,已支付,275.72,0.00,275.72
O2025091000017923,U000520,2025-09-10 15:41:25,2025-09-10 15:55:25,浙江省,宁波,APP,已完成,8834.73,353.39,8481.34
O2026050100017924,U007404,2026-05-01 22:29:40,2026-05-01 22:43:40,北京市,北京,PC,已支付,443.73,35.40,408.33
O2025101800017925,U003751,2025-10-18 22:05:10,2025-10-18 22:14:10,浙江省,绍兴,APP,已完成,867.20,50.52,816.68
O2026060700017926,U006361,2026-06-07 22:34:42,2026-06-07 22:41:42,北京市,北京,APP,已完成,6578.88,356.41,6222.47
O2025031200017927,U003695,2025-03-12 21:08:52,2025-03-12 21:12:52,江苏省,南京,小程序,已支付,31.04,0.93,30.11
O2025041000017928,U000394,2025-04-10 19:06:40,2025-04-10 19:23:40,山东省,潍坊,PC,已支付,2415.50,72.47,2343.03
O2025062100017929,U008087,2025-06-21 21:35:18,2025-06-21 22:04:18,河北省,石家庄,PC,已支付,698.37,33.71,664.66
O2026061500017930,U004298,2026-06-15 16:34:12,2026-06-15 16:35:12,山东省,潍坊,搜索广告,已支付,478.20,0.00,478.20
O2026021500017931,U003008,2026-02-15 12:23:22,2026-02-15 12:35:22,江苏省,苏州,小程序,已退款,212.62,3.42,29.17
O2025121300017932,U000579,2025-12-13 21:41:59,2025-12-13 21:43:59,河南省,许昌,APP,已支付,157.16,5.77,151.39
O2025081900017933,U000291,2025-08-19 22:27:08,2025-08-19 22:39:08,江苏省,南通,小程序,已支付,2067.07,82.68,1984.39
O2025031900017934,U003077,2025-03-19 13:58:13,2025-03-19 14:27:13,河南省,洛阳,自然流量,已支付,697.74,10.47,687.27
O2025100400017935,U009391,2025-10-04 21:28:24,2025-10-04 21:36:24,福建省,莆田,PC,已支付,2003.12,101.03,1902.09
O2026010100017936,U007785,2026-01-01 01:18:48,2026-01-01 01:41:48,福建省,福州,小程序,已支付,6474.34,1084.17,5390.17
O2026030300017937,U006088,2026-03-03 23:22:17,2026-03-03 23:39:17,江苏省,苏州,APP,已支付,4231.80,253.91,3977.89
O2026010800017938,U003386,2026-01-08 13:11:31,2026-01-08 13:18:31,浙江省,宁波,小程序,已支付,395.00,3.95,391.05
O2026051800017939,U008029,2026-05-18 19:03:04,2026-05-18 19:31:04,广东省,珠海,自然流量,已支付,545.69,35.47,510.22
O2026010700017940,U003118,2026-01-07 14:33:05,2026-01-07 14:58:05,河南省,郑州,搜索广告,已支付,194.62,0.00,194.62
O2025111800017941,U004652,2025-11-18 23:36:31,2025-11-18 23:58:31,浙江省,温州,小程序,已支付,962.34,14.44,947.90
O2026060200017942,U010323,2026-06-02 15:55:05,2026-06-02 16:02:05,广东省,佛山,直播间,已支付,1437.62,85.96,1351.66
O2025032400017943,U002615,2025-03-24 22:50:56,2025-03-24 23:12:56,浙江省,绍兴,小程序,已支付,1806.27,54.19,1752.08
O2026011700017944,U004756,2026-01-17 13:28:59,2026-01-17 13:40:59,江苏省,常州,搜索广告,已支付,1390.26,82.01,1308.25
O2025110900017945,U006453,2025-11-09 22:23:14,2025-11-09 22:27:14,广东省,佛山,APP,已支付,60.28,2.29,57.99
O2025051200017946,U002323,2025-05-12 13:17:44,2025-05-12 13:47:44,山东省,临沂,APP,已支付,188.19,0.00,188.19
O2025021100017947,U009662,2025-02-11 22:52:07,2025-02-11 22:58:07,四川省,成都,小程序,已支付,1198.40,35.95,1162.45
O2025080900017948,U000114,2025-08-09 13:53:05,2025-08-09 14:09:05,广东省,东莞,APP,已完成,906.46,74.46,832.00
O2025111000017949,U001839,2025-11-10 13:09:18,2025-11-10 13:19:18,浙江省,宁波,APP,已支付,129.61,2.59,127.02
O2026052400017950,U010196,2026-05-24 21:20:48,2026-05-24 21:42:48,浙江省,杭州,自然流量,已支付,4429.62,330.67,4098.95
O2025060800017951,U010525,2025-06-08 19:37:59,2025-06-08 19:39:59,广东省,东莞,APP,已支付,2398.66,170.90,2227.76
O2025040800017952,U003782,2025-04-08 19:03:29,2025-04-08 19:18:29,江苏省,无锡,APP,已完成,4525.96,181.04,4344.92
O2026032000017953,U000735,2026-03-20 22:04:20,2026-03-20 22:20:20,江苏省,南通,小程序,已支付,3601.58,144.06,3457.52
O2025040100017954,U006762,2025-04-01 20:44:50,2025-04-01 21:14:50,广东省,东莞,小程序,已支付,1125.32,67.52,1057.80
O2025120200017955,U001580,2025-12-02 19:07:50,2025-12-02 19:20:50,山东省,济南,自然流量,已退款,807.30,12.11,112.87
O2025031300017956,U000257,2025-03-13 12:05:39,2025-03-13 12:20:39,广东省,珠海,小程序,已支付,177.71,0.00,177.71
O2025060700017957,U010337,2025-06-07 22:21:51,2025-06-07 22:26:51,湖北省,宜昌,APP,已完成,1926.47,113.48,1812.99
O2025072300017958,U000380,2025-07-23 22:03:59,2025-07-23 22:21:59,重庆市,重庆,搜索广告,已支付,544.85,8.17,536.68
O2025012000017959,U002126,2025-01-20 15:46:00,2025-01-20 15:55:00,河南省,郑州,小程序,已支付,1739.28,52.18,1687.10
O2025072500017960,U006704,2025-07-25 22:18:11,,重庆市,重庆,APP,已取消,3394.27,135.77,0.00
O2025082000017961,U006314,2025-08-20 22:19:51,2025-08-20 22:30:51,广东省,深圳,小程序,已支付,392.76,0.00,392.76
O2025011800017962,U004280,2025-01-18 22:13:42,2025-01-18 22:14:42,广东省,东莞,PC,已支付,407.69,13.04,394.65
O2025050100017963,U003433,2025-05-01 12:09:00,2025-05-01 12:14:00,山东省,济南,PC,已支付,430.48,73.39,357.09
O2025071700017964,U007129,2025-07-17 12:08:31,2025-07-17 12:11:31,陕西省,宝鸡,小程序,已完成,213.70,4.27,209.43
O2025021400017965,U010901,2025-02-14 21:05:27,2025-02-14 21:15:27,浙江省,温州,直播间,已完成,1773.69,363.37,1410.32
O2026011800017966,U001455,2026-01-18 20:40:46,2026-01-18 21:01:46,浙江省,杭州,小程序,已支付,881.96,91.04,790.92
O2025062100017967,U002949,2025-06-21 01:03:04,2025-06-21 01:12:04,湖南省,株洲,APP,已支付,3378.15,140.66,3237.49
O2025040300017968,U011392,2025-04-03 20:47:13,2025-04-03 20:58:13,河北省,唐山,PC,已支付,1302.83,52.11,1250.72
O2026021600017969,U008311,2026-02-16 18:26:06,2026-02-16 18:56:06,浙江省,杭州,APP,已支付,534.33,13.36,520.97
O2026050500017970,U001455,2026-05-05 20:23:05,2026-05-05 20:27:05,浙江省,杭州,APP,已支付,7841.72,627.34,7214.38
O2025120900017971,U000673,2025-12-09 09:41:15,2025-12-09 10:02:15,山东省,烟台,直播间,已支付,124.69,4.88,119.81
O2026040600017972,U000558,2026-04-06 14:40:06,2026-04-06 14:47:06,广东省,广州,APP,已支付,2724.76,81.74,2643.02
O2025082000017973,U008150,2025-08-20 13:56:32,2025-08-20 14:15:32,福建省,厦门,APP,已完成,173.24,0.00,173.24
O2025092200017974,U001554,2025-09-22 21:51:37,2025-09-22 21:56:37,江苏省,苏州,APP,已支付,1857.99,74.32,1783.67
O2025052300017975,U007828,2025-05-23 09:40:13,2025-05-23 10:08:13,山东省,潍坊,APP,已完成,3101.66,93.05,3008.61
O2026060900017976,U010526,2026-06-09 11:48:27,,浙江省,绍兴,APP,已取消,3897.56,233.85,0.00
O2026041100017977,U000219,2026-04-11 22:12:37,2026-04-11 22:39:37,湖南省,株洲,APP,已完成,1112.65,81.89,1030.76
O2025080100017978,U011335,2025-08-01 20:54:41,2025-08-01 21:23:41,四川省,成都,小程序,已完成,935.87,14.04,921.83
O2026012700017979,U011043,2026-01-27 14:04:33,2026-01-27 14:20:33,广东省,佛山,自然流量,已完成,287.40,0.00,287.40
O2025080400017980,U008334,2025-08-04 12:11:07,2025-08-04 12:28:07,上海市,上海,APP,已支付,1829.70,109.78,1719.92
O2025092400017981,U005582,2025-09-24 21:45:49,2025-09-24 22:01:49,四川省,成都,PC,已支付,1204.92,36.15,1168.77
O2025122000017982,U010901,2025-12-20 01:27:53,2025-12-20 01:46:53,浙江省,温州,直播间,已支付,3111.84,303.05,2808.79
O2026030800017983,U004875,2026-03-08 22:31:53,2026-03-08 22:50:53,广东省,珠海,APP,已支付,741.36,78.17,663.19
O2025091400017984,U002749,2025-09-14 22:04:03,2025-09-14 22:16:03,广东省,东莞,小程序,已支付,851.67,66.65,785.02
O2025071300017985,U006593,2025-07-13 22:23:25,,广东省,广州,搜索广告,已取消,5961.34,414.25,0.00
O2026022000017986,U007084,2026-02-20 13:06:58,2026-02-20 13:25:58,山东省,烟台,小程序,已支付,254.16,0.00,254.16
O2025111100017987,U009691,2025-11-11 21:21:11,2025-11-11 21:46:11,山东省,潍坊,PC,已支付,9135.44,1934.87,7200.57
O2025101800017988,U002886,2025-10-18 01:10:06,2025-10-18 01:26:06,广东省,东莞,小程序,已支付,515.33,23.18,492.15
O2026032100017989,U005000,2026-03-21 13:15:56,2026-03-21 13:39:56,江苏省,苏州,APP,已支付,8433.00,718.11,7714.89
O2025111800017990,U002413,2025-11-18 21:42:16,2025-11-18 22:03:16,广东省,东莞,搜索广告,已完成,578.08,20.23,557.85
O2025073100017991,U007864,2025-07-31 18:54:05,2025-07-31 19:24:05,河南省,郑州,小程序,已支付,1177.87,35.34,1142.53
O2026041100017992,U000936,2026-04-11 20:51:42,2026-04-11 21:17:42,江苏省,常州,小程序,已支付,1523.90,65.32,1458.58
O2025050600017993,U001054,2025-05-06 23:09:50,2025-05-06 23:18:50,四川省,德阳,小程序,已支付,542.78,24.43,518.35
O2025101100017994,U004863,2025-10-11 11:29:36,2025-10-11 11:36:36,福建省,漳州,APP,已支付,1030.28,73.17,957.11
O2025032900017995,U007043,2025-03-29 11:05:49,2025-03-29 11:26:49,广东省,深圳,APP,已支付,276.00,9.20,266.80
O2026051700017996,U001235,2026-05-17 21:29:07,2026-05-17 21:35:07,四川省,宜宾,APP,已完成,5757.61,366.25,5391.36
O2025100100017997,U002582,2025-10-01 00:17:29,2025-10-01 00:18:29,北京市,北京,APP,已完成,3872.33,765.53,3106.80
O2025091300017998,U011381,2025-09-13 22:42:35,2025-09-13 22:59:35,浙江省,杭州,直播间,已完成,1970.10,134.94,1835.16
O2026051200017999,U001009,2026-05-12 22:36:44,2026-05-12 23:06:44,山东省,临沂,小程序,已支付,6161.43,184.84,5976.59
O2026061800018000,U010051,2026-06-18 09:55:32,2026-06-18 10:24:32,广东省,深圳,PC,已完成,2289.40,461.31,1828.09
O2025100800018001,U001971,2025-10-08 01:32:57,2025-10-08 01:33:57,广东省,珠海,APP,已支付,73.37,1.47,71.90
O2025022500018002,U009372,2025-02-25 23:46:28,2025-02-26 00:07:28,广东省,广州,搜索广告,已完成,1060.63,31.82,1028.81
O2026012400018003,U007374,2026-01-24 11:10:44,2026-01-24 11:24:44,江苏省,苏州,PC,已支付,7492.46,678.32,6814.14
O2026042300018004,U000280,2026-04-23 13:13:35,2026-04-23 13:43:35,广东省,佛山,APP,已完成,465.25,0.00,465.25
O2025070100018005,U006270,2025-07-01 21:37:06,,河南省,南阳,自然流量,已取消,1714.93,51.45,0.00
O2025122100018006,U000278,2025-12-21 12:21:32,2025-12-21 12:32:32,浙江省,嘉兴,小程序,已支付,713.17,38.95,674.22
O2025011600018007,U002364,2025-01-16 08:40:11,2025-01-16 08:49:11,福建省,漳州,自然流量,已支付,1801.31,108.08,1693.23
O2026011500018008,U000147,2026-01-15 12:58:55,2026-01-15 13:14:55,安徽省,安庆,APP,已支付,268.63,2.69,265.94
O2026060500018009,U009525,2026-06-05 19:29:52,2026-06-05 19:56:52,广东省,深圳,APP,已支付,505.41,7.58,497.83
O2025090400018010,U010525,2025-09-04 20:39:25,2025-09-04 20:40:25,广东省,东莞,PC,已支付,695.18,17.38,677.80
O2025110600018011,U008891,2025-11-06 11:57:38,2025-11-06 12:06:38,福建省,泉州,小程序,已支付,14081.48,563.26,13518.22
O2025072200018012,U001768,2025-07-22 21:39:23,2025-07-22 21:48:23,浙江省,嘉兴,搜索广告,已完成,283.69,2.84,280.85
O2025091800018013,U000752,2025-09-18 22:34:06,2025-09-18 23:04:06,北京市,北京,APP,已支付,1373.62,41.21,1332.41
O2025053000018014,U007116,2025-05-30 22:14:17,2025-05-30 22:25:17,广东省,佛山,PC,已支付,544.62,19.06,525.56
O2026033100018015,U008655,2026-03-31 22:27:46,2026-03-31 22:44:46,江苏省,南通,直播间,已支付,1126.24,96.08,1030.16
O2025103100018016,U006741,2025-10-31 10:16:38,2025-10-31 10:23:38,四川省,宜宾,APP,已完成,1775.13,53.25,1721.88
O2026030800018017,U006180,2026-03-08 21:19:53,2026-03-08 21:30:53,北京市,北京,APP,已支付,117.76,11.67,106.09
O2025090900018018,U003501,2025-09-09 15:41:52,2025-09-09 16:11:52,浙江省,嘉兴,APP,已支付,17066.12,511.98,16554.14
O2025010100018019,U000142,2025-01-01 13:51:40,2025-01-01 13:53:40,山东省,临沂,自然流量,已支付,1363.40,187.28,1176.12
O2025080700018020,U006177,2025-08-07 12:50:59,2025-08-07 12:59:59,四川省,成都,小程序,已支付,2306.56,69.20,2237.36
O2025042000018021,U003484,2025-04-20 21:28:15,,广东省,广州,小程序,已取消,3363.21,245.39,0.00
O2025101700018022,U005621,2025-10-17 11:53:03,2025-10-17 12:02:03,广东省,珠海,小程序,已支付,279.57,5.59,273.98
O2026042400018023,U008239,2026-04-24 20:42:32,,山东省,临沂,小程序,已取消,373.29,3.73,0.00
O2025121000018024,U003751,2025-12-10 20:11:53,2025-12-10 20:26:53,浙江省,绍兴,小程序,已支付,9119.00,455.95,8663.05
O2025051500018025,U000059,2025-05-15 21:12:54,2025-05-15 21:13:54,广东省,佛山,APP,已支付,545.75,19.10,526.65
O2026050300018026,U010555,2026-05-03 18:15:52,2026-05-03 18:26:52,福建省,福州,小程序,已支付,307.37,11.71,295.66
O2025070500018027,U000020,2025-07-05 21:22:14,2025-07-05 21:29:14,浙江省,绍兴,PC,已完成,77.78,4.50,73.28
O2025100600018028,U006015,2025-10-06 01:08:07,2025-10-06 01:24:07,河南省,新乡,搜索广告,已支付,939.98,32.90,907.08
O2026012800018029,U003823,2026-01-28 18:41:37,2026-01-28 19:07:37,广东省,广州,APP,已支付,11522.02,345.66,11176.36
O2025122300018030,U006813,2025-12-23 22:00:01,2025-12-23 22:06:01,江苏省,无锡,直播间,已完成,117.42,2.92,114.50
O2026051300018031,U004381,2026-05-13 20:20:27,2026-05-13 20:47:27,广东省,深圳,PC,已支付,1976.76,79.07,1897.69
O2025111700018032,U009118,2025-11-17 23:04:46,2025-11-17 23:29:46,重庆市,重庆,PC,已支付,1850.18,148.01,1702.17
O2025042900018033,U003410,2025-04-29 16:41:06,2025-04-29 17:08:06,河南省,洛阳,APP,已支付,1664.46,66.58,1597.88
O2025120700018034,U001055,2025-12-07 11:09:10,2025-12-07 11:15:10,江苏省,南京,小程序,已支付,460.01,14.20,445.81
O2025072300018035,U005587,2025-07-23 11:05:25,2025-07-23 11:09:25,北京市,北京,小程序,已支付,387.95,0.00,387.95
O2025072100018036,U010323,2025-07-21 01:16:24,2025-07-21 01:37:24,广东省,佛山,APP,已完成,1872.29,56.17,1816.12
O2026060800018037,U000952,2026-06-08 21:21:20,2026-06-08 21:32:20,湖南省,衡阳,APP,已支付,823.43,12.35,811.08
O2025030700018038,U001457,2025-03-07 01:27:15,,广东省,广州,搜索广告,已取消,173.17,3.46,0.00
O2025051900018039,U006311,2025-05-19 20:45:24,2025-05-19 20:53:24,山东省,潍坊,PC,已支付,6875.52,550.04,6325.48
O2026052500018040,U000703,2026-05-25 13:57:11,2026-05-25 14:16:11,广东省,珠海,APP,已支付,4205.37,126.16,4079.21
O2025020900018041,U008657,2025-02-09 12:50:25,2025-02-09 13:20:25,广东省,东莞,APP,已完成,2652.18,201.25,2450.93
O2025031100018042,U003063,2025-03-11 22:10:00,2025-03-11 22:33:00,山东省,临沂,APP,已支付,69.61,0.00,69.61
O2025081200018043,U001063,2025-08-12 01:28:11,2025-08-12 01:45:11,浙江省,杭州,小程序,已完成,1575.11,126.01,1449.10
O2025081100018044,U006388,2025-08-11 20:27:50,2025-08-11 20:40:50,河南省,新乡,APP,已支付,1088.52,32.66,1055.86
O2025013100018045,U000819,2025-01-31 21:23:29,2025-01-31 21:36:29,四川省,宜宾,APP,已支付,103.44,2.07,101.37
O2026060500018046,U009587,2026-06-05 21:40:25,2026-06-05 22:04:25,广东省,广州,APP,已完成,5588.07,335.28,5252.79
O2026031500018047,U007168,2026-03-15 01:17:47,2026-03-15 01:21:47,江苏省,南通,APP,已完成,1737.68,149.46,1588.22
O2025100600018048,U005759,2025-10-06 20:07:08,2025-10-06 20:24:08,山东省,济南,APP,已完成,1278.76,38.36,1240.40
O2025111600018049,U006276,2025-11-16 09:54:28,2025-11-16 09:55:28,广东省,广州,APP,已支付,347.55,13.85,333.70
O2026061300018050,U007525,2026-06-13 22:48:33,2026-06-13 23:09:33,陕西省,咸阳,小程序,已支付,990.54,52.35,938.19
O2025061000018051,U001478,2025-06-10 21:27:56,2025-06-10 21:33:56,江苏省,南通,APP,已完成,7355.13,441.31,6913.82
O2025051600018052,U005955,2025-05-16 11:35:28,2025-05-16 11:43:28,河北省,石家庄,小程序,已支付,51.79,0.00,51.79
O2025111300018053,U001817,2025-11-13 20:58:11,2025-11-13 21:08:11,湖北省,武汉,小程序,已支付,295.73,0.00,295.73
O2026060500018054,U008945,2026-06-05 20:06:22,2026-06-05 20:14:22,江苏省,苏州,自然流量,已完成,3261.25,97.84,3163.41
O2026041000018055,U009720,2026-04-10 08:11:21,2026-04-10 08:34:21,四川省,绵阳,APP,已支付,1934.30,58.03,1876.27
O2025092800018056,U010006,2025-09-28 11:54:55,2025-09-28 12:19:55,广东省,佛山,APP,已支付,6066.93,374.93,5692.00
O2026052100018057,U003791,2026-05-21 13:49:16,2026-05-21 14:17:16,江苏省,苏州,APP,已支付,869.80,21.75,848.05
O2025090400018058,U003754,2025-09-04 21:09:06,2025-09-04 21:17:06,四川省,南充,自然流量,已支付,6892.54,206.78,6685.76
O2026052800018059,U004973,2026-05-28 11:55:47,2026-05-28 12:14:47,浙江省,嘉兴,APP,已完成,979.55,14.69,964.86
O2025061700018060,U006047,2025-06-17 14:14:12,2025-06-17 14:39:12,浙江省,宁波,APP,已支付,9334.83,280.04,9054.79
O2025061900018061,U006274,2025-06-19 11:53:19,2025-06-19 12:03:19,山东省,济南,PC,已完成,3268.29,130.73,3137.56
O2025112600018062,U010555,2025-11-26 12:31:14,2025-11-26 12:49:14,福建省,福州,APP,已完成,756.86,11.35,745.51
O2025081500018063,U008692,2025-08-15 20:36:43,2025-08-15 20:41:43,广东省,广州,小程序,已支付,585.80,14.64,571.16
O2025071700018064,U002809,2025-07-17 18:47:33,2025-07-17 19:07:33,广东省,东莞,APP,已支付,1742.62,69.70,1672.92
O2025120700018065,U009282,2025-12-07 20:03:58,2025-12-07 20:09:58,山东省,潍坊,APP,已支付,231.05,5.98,225.07
O2026021400018066,U005636,2026-02-14 22:24:15,2026-02-14 22:35:15,浙江省,温州,PC,已支付,14.87,1.33,13.54
O2025111000018067,U010862,2025-11-10 20:48:59,2025-11-10 21:16:59,江苏省,常州,APP,已支付,4018.93,120.57,3898.36
O2026021700018068,U008845,2026-02-17 20:39:19,2026-02-17 20:50:19,广东省,广州,PC,已支付,3938.97,236.34,3702.63
O2025121200018069,U003109,2025-12-12 15:45:24,2025-12-12 16:07:24,北京市,北京,APP,已支付,2012.21,380.94,1631.27
O2025042000018070,U003315,2025-04-20 21:26:16,2025-04-20 21:45:16,江苏省,苏州,小程序,已支付,271.66,9.75,261.91
O2025020900018071,U004544,2025-02-09 15:16:14,2025-02-09 15:38:14,上海市,上海,小程序,已完成,326.36,9.24,317.12
O2025123000018072,U008096,2025-12-30 20:23:19,2025-12-30 20:34:19,湖北省,荆州,小程序,已支付,670.57,16.76,653.81
O2025122000018073,U007164,2025-12-20 21:49:59,2025-12-20 21:56:59,福建省,泉州,APP,已支付,1384.92,63.20,1321.72
O2025112700018074,U008949,2025-11-27 22:52:49,2025-11-27 23:01:49,广东省,东莞,小程序,已支付,9206.64,276.20,8930.44
O2025010100018075,U000956,2025-01-01 15:23:40,2025-01-01 15:28:40,广东省,广州,搜索广告,已支付,4010.16,572.56,3437.60
O2026050700018076,U002850,2026-05-07 21:03:44,2026-05-07 21:05:44,福建省,泉州,APP,已完成,712.00,10.68,701.32
O2026030800018077,U000367,2026-03-08 21:21:35,2026-03-08 21:51:35,广东省,东莞,APP,已支付,1355.16,234.49,1120.67
O2025103100018078,U003051,2025-10-31 20:21:36,2025-10-31 20:50:36,福建省,福州,搜索广告,已支付,2714.04,81.42,2632.62
O2026051600018079,U008100,2026-05-16 12:15:38,2026-05-16 12:34:38,广东省,佛山,小程序,已支付,1975.52,155.50,1820.02
O2025110200018080,U009184,2025-11-02 09:32:48,2025-11-02 09:53:48,广东省,东莞,APP,已支付,1987.25,119.69,1867.56
O2026052000018081,U006129,2026-05-20 08:21:51,2026-05-20 08:28:51,广东省,佛山,直播间,已支付,2118.52,217.98,1900.54
O2025080600018082,U004444,2025-08-06 08:20:55,2025-08-06 08:26:55,浙江省,杭州,APP,已支付,3138.67,188.32,2950.35
O2026042900018083,U004892,2026-04-29 11:40:39,2026-04-29 11:43:39,北京市,北京,自然流量,已完成,151.36,1.51,149.85
O2025111500018084,U011664,2025-11-15 15:27:32,2025-11-15 15:55:32,山东省,青岛,APP,已完成,698.86,21.62,677.24
O2025071200018085,U007973,2025-07-12 19:41:32,,山东省,烟台,自然流量,已取消,1692.96,88.85,0.00
O2025070900018086,U007812,2025-07-09 13:48:54,2025-07-09 13:57:54,广东省,深圳,PC,已完成,160.88,3.22,157.66
