item_id,order_id,product_id,category,quantity,price,amount
I0000756402,O2025081700007564,P00075,母婴,2,297.50,595.00
I0000756403,O2025081700007564,P00482,服饰,1,838.55,838.55
I0000756404,O2025081700007564,P00330,美妆,1,312.56,312.56
I0000756501,O2026011200007565,P00800,数码,1,2735.24,2735.24
I0000756502,O2026011200007565,P00637,图书,2,240.37,480.74
I0000756601,O2025011600007566,P00791,母婴,5,547.18,2735.90
I0000756701,O2025120900007567,P00127,美妆,2,51.00,102.00
I0000756702,O2025120900007567,P00395,食品,2,54.47,108.94
I0000756801,O2025111800007568,P00626,食品,1,125.18,125.18
I0000756901,O2026022200007569,P00106,美妆,1,130.27,130.27
I0000756902,O2026022200007569,P00412,数码,1,896.46,896.46
I0000757001,O2025031800007570,P00144,美妆,1,251.18,251.18
I0000757002,O2025031800007570,P00471,食品,4,322.42,1289.68
I0000757003,O2025031800007570,P00041,服饰,1,155.67,155.67
I0000757101,O2026052300007571,P00794,服饰,1,335.92,335.92
I0000757102,O2026052300007571,P00184,美妆,3,147.52,442.56
I0000757201,O2026030800007572,P00185,数码,2,1359.43,2718.86
I0000757202,O2026030800007572,P00198,服饰,1,127.37,127.37
I0000757203,O2026030800007572,P00503,家电,3,589.48,1768.44
I0000757204,O2026030800007572,P00364,家电,1,1078.87,1078.87
I0000757301,O2026030100007573,P00361,数码,3,3935.79,11807.37
I0000757401,O2026031200007574,P00403,美妆,1,105.13,105.13
I0000757501,O2026061900007575,P00704,母婴,2,904.34,1808.68
I0000757601,O2026011400007576,P00004,食品,1,31.02,31.02
I0000757701,O2025110100007577,P00344,家居,1,787.25,787.25
I0000757801,O2025062200007578,P00300,数码,1,3317.14,3317.14
I0000757802,O2025062200007578,P00490,食品,2,121.69,243.38
I0000757803,O2025062200007578,P00522,图书,5,65.80,329.00
I0000757804,O2025062200007578,P00069,家电,1,1662.42,1662.42
I0000757805,O2025062200007578,P00492,家电,5,464.58,2322.90
I0000757901,O2026040200007579,P00301,服饰,1,374.31,374.31
I0000758001,O2026030900007580,P00380,数码,3,1158.22,3474.66
I0000758002,O2026030900007580,P00471,食品,2,318.07,636.14
I0000758003,O2026030900007580,P00175,家电,1,936.48,936.48
I0000758101,O2025030800007581,P00773,数码,3,3857.06,11571.18
I0000758102,O2025030800007581,P00679,家居,1,301.71,301.71
I0000758201,O2026043000007582,P00076,服饰,1,103.00,103.00
I0000758202,O2026043000007582,P00307,美妆,1,139.86,139.86
I0000758301,O2025050600007583,P00793,食品,2,246.89,493.78
I0000758302,O2025050600007583,P00768,母婴,1,379.19,379.19
I0000758303,O2025050600007583,P00059,图书,2,65.68,131.36
I0000758401,O2026011700007584,P00482,服饰,1,898.81,898.81
I0000758402,O2026011700007584,P00467,数码,1,796.47,796.47
I0000758501,O2026022500007585,P00449,家电,1,715.69,715.69
I0000758601,O2025112000007586,P00123,数码,1,1865.91,1865.91
I0000758602,O2025112000007586,P00495,家电,1,717.09,717.09
I0000758603,O2025112000007586,P00011,图书,1,138.44,138.44
I0000758604,O2025112000007586,P00220,美妆,1,153.62,153.62
I0000758701,O2025041000007587,P00582,数码,1,2215.14,2215.14
I0000758702,O2025041000007587,P00779,食品,1,83.26,83.26
I0000758801,O2026061600007588,P00677,数码,4,1237.40,4949.60
I0000758802,O2026061600007588,P00100,家电,1,1744.77,1744.77
I0000758901,O2026061500007589,P00501,运动,1,898.94,898.94
I0000758902,O2026061500007589,P00076,服饰,1,100.16,100.16
I0000758903,O2026061500007589,P00425,食品,1,97.27,97.27
I0000759001,O2025082500007590,P00507,数码,3,3099.86,9299.58
I0000759002,O2025082500007590,P00531,美妆,2,226.50,453.00
I0000759101,O2025082300007591,P00161,美妆,4,198.54,794.16
I0000759102,O2025082300007591,P00339,食品,2,64.94,129.88
I0000759103,O2025082300007591,P00083,美妆,1,148.01,148.01
I0000759201,O2025030800007592,P00763,运动,1,162.22,162.22
I0000759202,O2025030800007592,P00751,服饰,2,208.17,416.34
I0000759301,O2025111300007593,P00057,食品,2,15.11,30.22
I0000759302,O2025111300007593,P00284,食品,2,115.16,230.32
I0000759401,O2025041400007594,P00643,家居,2,508.19,1016.38
I0000759402,O2025041400007594,P00071,运动,1,1346.43,1346.43
I0000759403,O2025041400007594,P00554,食品,1,122.16,122.16
I0000759404,O2025041400007594,P00474,家电,1,924.85,924.85
I0000759405,O2025041400007594,P00242,服饰,1,342.28,342.28
I0000759501,O2025020500007595,P00663,图书,1,100.35,100.35
I0000759502,O2025020500007595,P00707,数码,2,1013.72,2027.44
I0000759601,O2026053100007596,P00262,食品,5,93.12,465.60
I0000759701,O2026011600007597,P00019,家电,1,1496.02,1496.02
I0000759801,O2026040200007598,P00306,母婴,1,292.35,292.35
I0000759802,O2026040200007598,P00296,家居,2,941.89,1883.78
I0000759803,O2026040200007598,P00519,美妆,3,197.89,593.67
I0000759901,O2026021300007599,P00356,服饰,1,267.02,267.02
I0000760001,O2026060400007600,P00418,服饰,1,67.95,67.95
I0000760101,O2026021400007601,P00185,数码,1,1322.03,1322.03
I0000760102,O2026021400007601,P00541,图书,1,106.21,106.21
I0000760103,O2026021400007601,P00305,家电,4,3661.34,14645.36
I0000760201,O2026011200007602,P00456,母婴,4,402.12,1608.48
I0000760202,O2026011200007602,P00476,美妆,1,74.96,74.96
I0000760301,O2025123000007603,P00432,数码,2,2996.29,5992.58
I0000760401,O2025110100007604,P00108,美妆,2,72.89,145.78
I0000760501,O2025012100007605,P00521,美妆,1,76.22,76.22
I0000760601,O2025110800007606,P00189,美妆,1,450.61,450.61
I0000760701,O2025060100007607,P00342,图书,1,55.10,55.10
I0000760801,O2025102500007608,P00292,食品,1,63.98,63.98
I0000760802,O2025102500007608,P00614,母婴,1,548.21,548.21
I0000760803,O2025102500007608,P00120,母婴,4,315.29,1261.16
I0000760804,O2025102500007608,P00421,家居,1,712.72,712.72
I0000760805,O2025102500007608,P00389,食品,2,35.13,70.26
I0000760901,O2025032300007609,P00599,美妆,2,156.97,313.94
I0000760902,O2025032300007609,P00474,家电,1,920.64,920.64
I0000761001,O2025092000007610,P00678,数码,1,4926.18,4926.18
I0000761002,O2025092000007610,P00272,家电,2,4586.45,9172.90
I0000761101,O2025031300007611,P00315,图书,1,52.05,52.05
I0000761102,O2025031300007611,P00432,数码,1,2947.57,2947.57
I0000761103,O2025031300007611,P00524,美妆,2,270.64,541.28
I0000761201,O2026052300007612,P00656,家电,1,1545.39,1545.39
I0000761301,O2025052400007613,P00099,母婴,1,767.79,767.79
I0000761302,O2025052400007613,P00167,数码,1,1084.81,1084.81
I0000761401,O2025030600007614,P00042,食品,1,103.70,103.70
I0000761501,O2026012500007615,P00118,美妆,1,208.96,208.96
I0000761502,O2026012500007615,P00098,食品,3,88.01,264.03
I0000761601,O2025020100007616,P00278,服饰,1,280.62,280.62
I0000761602,O2025020100007616,P00598,美妆,1,132.04,132.04
I0000761701,O2026031600007617,P00536,服饰,4,256.50,1026.00
I0000761801,O2026010100007618,P00738,食品,4,85.20,340.80
I0000761802,O2026010100007618,P00459,服饰,2,409.92,819.84
I0000761803,O2026010100007618,P00152,家居,1,183.67,183.67
I0000761901,O2025050400007619,P00738,食品,1,88.77,88.77
I0000762001,O2026031300007620,P00641,服饰,1,233.55,233.55
I0000762101,O2026010300007621,P00344,家居,1,766.98,766.98
I0000762201,O2025050400007622,P00234,运动,2,1869.92,3739.84
I0000762301,O2025083100007623,P00653,服饰,1,314.60,314.60
I0000762302,O2025083100007623,P00732,美妆,1,178.28,178.28
I0000762303,O2025083100007623,P00586,运动,1,344.47,344.47
I0000762304,O2025083100007623,P00317,运动,1,1456.58,1456.58
I0000762401,O2025040900007624,P00391,服饰,1,362.65,362.65
I0000762402,O2025040900007624,P00291,家居,1,1193.85,1193.85
I0000762403,O2025040900007624,P00232,服饰,2,437.16,874.32
I0000762501,O2025062200007625,P00088,食品,1,34.28,34.28
I0000762502,O2025062200007625,P00253,食品,1,59.97,59.97
I0000762503,O2025062200007625,P00099,母婴,2,751.82,1503.64
I0000762601,O2026050100007626,P00475,图书,1,80.62,80.62
I0000762602,O2026050100007626,P00058,数码,1,2264.12,2264.12
I0000762701,O2025051700007627,P00421,家居,1,711.58,711.58
I0000762702,O2025051700007627,P00416,食品,1,48.10,48.10
I0000762703,O2025051700007627,P00143,食品,1,47.65,47.65
I0000762801,O2026022500007628,P00725,母婴,1,822.04,822.04
I0000762802,O2026022500007628,P00247,服饰,1,172.59,172.59
I0000762901,O2025060900007629,P00747,食品,3,53.76,161.28
I0000762902,O2025060900007629,P00618,数码,2,3562.89,7125.78
I0000763001,O2025121600007630,P00070,美妆,2,154.21,308.42
I0000763101,O2026050100007631,P00658,食品,3,144.61,433.83
I0000763102,O2026050100007631,P00121,美妆,1,172.48,172.48
I0000763103,O2026050100007631,P00543,母婴,3,986.59,2959.77
I0000763201,O2025103100007632,P00756,数码,2,2617.45,5234.90
I0000763202,O2025103100007632,P00541,图书,2,111.89,223.78
I0000763301,O2025020700007633,P00387,美妆,1,88.97,88.97
I0000763302,O2025020700007633,P00232,服饰,1,438.92,438.92
I0000763401,O2025051500007634,P00360,美妆,1,117.70,117.70
I0000763501,O2025033000007635,P00084,食品,1,46.33,46.33
I0000763502,O2025033000007635,P00564,家居,5,294.08,1470.40
I0000763503,O2025033000007635,P00754,家居,1,463.91,463.91
I0000763601,O2026052800007636,P00531,美妆,1,233.49,233.49
I0000763602,O2026052800007636,P00731,服饰,1,675.98,675.98
I0000763603,O2026052800007636,P00358,服饰,1,830.53,830.53
I0000763701,O2025022500007637,P00110,服饰,1,135.00,135.00
I0000763801,O2025030200007638,P00318,图书,1,100.04,100.04
I0000763802,O2025030200007638,P00150,数码,2,689.66,1379.32
I0000763901,O2026031300007639,P00706,图书,3,100.29,300.87
I0000764001,O2025030800007640,P00601,食品,1,388.39,388.39
I0000764002,O2025030800007640,P00325,家居,1,760.52,760.52
I0000764101,O2026031800007641,P00240,数码,1,3646.70,3646.70
I0000764102,O2026031800007641,P00180,家电,2,1375.09,2750.18
I0000764103,O2026031800007641,P00076,服饰,2,101.51,203.02
I0000764201,O2025062300007642,P00474,家电,2,968.12,1936.24
I0000764202,O2025062300007642,P00536,服饰,1,246.03,246.03
I0000764203,O2025062300007642,P00256,数码,1,1143.86,1143.86
I0000764204,O2025062300007642,P00428,家居,1,148.60,148.60
I0000764301,O2026032000007643,P00479,家居,2,393.28,786.56
I0000764302,O2026032000007643,P00710,家电,2,1414.02,2828.04
I0000764303,O2026032000007643,P00112,数码,1,2748.74,2748.74
I0000764401,O2025050900007644,P00242,服饰,1,342.72,342.72
I0000764402,O2025050900007644,P00089,运动,1,565.70,565.70
I0000764403,O2025050900007644,P00304,美妆,2,107.89,215.78
I0000764501,O2026062300007645,P00527,服饰,2,249.87,499.74
I0000764601,O2025122500007646,P00387,美妆,1,90.76,90.76
I0000764701,O2026012500007647,P00349,美妆,1,70.10,70.10
I0000764801,O2025050800007648,P00428,家居,3,146.16,438.48
I0000764901,O2026052500007649,P00289,数码,1,1209.86,1209.86
I0000765001,O2026033000007650,P00243,食品,3,52.09,156.27
I0000765002,O2026033000007650,P00242,服饰,1,348.14,348.14
I0000765101,O2025031500007651,P00343,美妆,3,195.25,585.75
I0000765102,O2025031500007651,P00500,食品,2,99.55,199.10
I0000765103,O2025031500007651,P00468,家电,1,1844.05,1844.05
I0000765201,O2025091000007652,P00738,食品,1,82.84,82.84
I0000765202,O2025091000007652,P00158,服饰,1,189.19,189.19
I0000765301,O2026060800007653,P00195,数码,1,7531.85,7531.85
I0000765302,O2026060800007653,P00059,图书,1,65.25,65.25
I0000765401,O2025030800007654,P00194,服饰,1,275.25,275.25
I0000765402,O2025030800007654,P00207,运动,2,1208.40,2416.80
I0000765403,O2025030800007654,P00017,食品,1,97.36,97.36
I0000765404,O2025030800007654,P00440,运动,1,1213.59,1213.59
I0000765405,O2025030800007654,P00285,运动,3,590.74,1772.22
I0000765501,O2025091800007655,P00753,数码,1,1279.05,1279.05
I0000765502,O2025091800007655,P00047,家电,1,653.98,653.98
I0000765601,O2025021400007656,P00258,服饰,3,57.51,172.53
I0000765602,O2025021400007656,P00792,美妆,4,144.75,579.00
I0000765603,O2025021400007656,P00493,美妆,1,318.16,318.16
I0000765701,O2026051000007657,P00334,运动,1,152.64,152.64
I0000765801,O2025061500007658,P00606,服饰,1,136.47,136.47
I0000765802,O2025061500007658,P00285,运动,4,658.15,2632.60
I0000765901,O2025051900007659,P00444,美妆,1,343.03,343.03
I0000765902,O2025051900007659,P00373,食品,4,121.53,486.12
I0000766001,O2025010300007660,P00349,美妆,1,75.35,75.35
I0000766101,O2025070500007661,P00105,服饰,1,85.46,85.46
I0000766201,O2025061800007662,P00165,服饰,1,84.31,84.31
I0000766202,O2025061800007662,P00189,美妆,1,427.20,427.20
I0000766203,O2025061800007662,P00384,母婴,1,474.75,474.75
I0000766204,O2025061800007662,P00427,运动,1,1841.02,1841.02
I0000766301,O2025080200007663,P00027,家电,1,516.41,516.41
I0000766401,O2025010100007664,P00067,运动,1,199.16,199.16
I0000766402,O2025010100007664,P00390,服饰,3,709.84,2129.52
I0000766501,O2025091400007665,P00132,母婴,1,289.65,289.65
I0000766502,O2025091400007665,P00676,家居,1,139.52,139.52
I0000766601,O2025111300007666,P00255,家电,1,1886.31,1886.31
I0000766701,O2026020900007667,P00414,服饰,4,180.42,721.68
I0000766702,O2026020900007667,P00115,美妆,1,434.46,434.46
I0000766703,O2026020900007667,P00039,运动,1,667.87,667.87
I0000766801,O2025040500007668,P00635,运动,1,221.55,221.55
I0000766901,O2025100100007669,P00462,美妆,1,178.44,178.44
I0000767001,O2025051100007670,P00795,图书,3,134.03,402.09
I0000767002,O2025051100007670,P00352,数码,1,6906.21,6906.21
I0000767101,O2025100500007671,P00585,数码,2,3346.59,6693.18
I0000767201,O2025031300007672,P00051,食品,1,68.71,68.71
I0000767202,O2025031300007672,P00173,运动,1,527.78,527.78
I0000767203,O2025031300007672,P00249,母婴,2,558.84,1117.68
I0000767301,O2026052000007673,P00604,服饰,2,489.04,978.08
I0000767302,O2026052000007673,P00155,家居,1,941.71,941.71
I0000767401,O2026060100007674,P00054,母婴,1,219.62,219.62
I0000767402,O2026060100007674,P00348,服饰,1,767.89,767.89
I0000767403,O2026060100007674,P00224,美妆,1,340.75,340.75
I0000767404,O2026060100007674,P00528,食品,1,73.31,73.31
I0000767405,O2026060100007674,P00229,食品,3,24.90,74.70
I0000767501,O2025072300007675,P00372,服饰,1,158.67,158.67
I0000767601,O2025120400007676,P00552,母婴,2,298.33,596.66
I0000767701,O2026042100007677,P00399,母婴,1,754.25,754.25
I0000767702,O2026042100007677,P00251,食品,2,278.19,556.38
I0000767801,O2025101500007678,P00283,运动,2,131.35,262.70
I0000767901,O2026020900007679,P00146,数码,1,2054.11,2054.11
I0000767902,O2026020900007679,P00706,图书,1,103.80,103.80
I0000768001,O2026051300007680,P00316,数码,2,3648.17,7296.34
I0000768002,O2026051300007680,P00468,家电,1,1891.31,1891.31
I0000768101,O2026061300007681,P00729,食品,1,137.69,137.69
I0000768102,O2026061300007681,P00714,数码,1,969.59,969.59
I0000768103,O2026061300007681,P00582,数码,1,2165.06,2165.06
I0000768104,O2026061300007681,P00458,家居,2,264.02,528.04
I0000768105,O2026061300007681,P00777,美妆,2,228.53,457.06
I0000768201,O2025101800007682,P00270,母婴,1,612.66,612.66
I0000768301,O2025060500007683,P00491,食品,3,397.64,1192.92
I0000768401,O2026050400007684,P00513,食品,2,163.30,326.60
I0000768402,O2026050400007684,P00563,数码,2,3273.13,6546.26
I0000768501,O2025120900007685,P00513,食品,1,160.21,160.21
I0000768502,O2025120900007685,P00602,数码,2,3368.95,6737.90
I0000768601,O2025102700007686,P00352,数码,1,7260.82,7260.82
I0000768701,O2025022400007687,P00122,美妆,1,193.40,193.40
I0000768801,O2025092000007688,P00483,数码,1,1448.18,1448.18
I0000768802,O2025092000007688,P00074,图书,1,71.15,71.15
I0000768803,O2025092000007688,P00080,图书,1,62.20,62.20
I0000768804,O2025092000007688,P00047,家电,1,638.69,638.69
I0000768901,O2025062200007689,P00515,美妆,1,67.46,67.46
I0000768902,O2025062200007689,P00786,服饰,1,235.23,235.23
I0000769001,O2025090400007690,P00773,数码,1,3713.24,3713.24
I0000769002,O2025090400007690,P00468,家电,2,1950.36,3900.72
I0000769101,O2025081500007691,P00322,服饰,3,202.58,607.74
I0000769201,O2026022700007692,P00208,数码,1,1684.53,1684.53
I0000769202,O2026022700007692,P00547,家电,2,1347.81,2695.62
I0000769203,O2026022700007692,P00192,数码,1,1063.43,1063.43
I0000769204,O2026022700007692,P00708,食品,2,162.44,324.88
I0000769301,O2025100300007693,P00443,食品,1,110.44,110.44
I0000769401,O2026032600007694,P00157,美妆,1,237.71,237.71
I0000769501,O2025020800007695,P00726,运动,1,196.00,196.00
I0000769502,O2025020800007695,P00490,食品,3,126.31,378.93
I0000769503,O2025020800007695,P00684,运动,1,730.02,730.02
I0000769601,O2025021400007696,P00723,母婴,1,319.71,319.71
I0000769602,O2025021400007696,P00767,家居,2,462.33,924.66
I0000769701,O2026030300007697,P00334,运动,1,150.63,150.63
I0000769702,O2026030300007697,P00093,运动,1,649.55,649.55
I0000769801,O2026011600007698,P00651,食品,1,153.68,153.68
I0000769802,O2026011600007698,P00676,家居,1,136.94,136.94
I0000769803,O2026011600007698,P00382,图书,1,46.15,46.15
I0000769901,O2026061100007699,P00393,美妆,2,154.24,308.48
I0000769902,O2026061100007699,P00508,服饰,1,550.48,550.48
I0000769903,O2026061100007699,P00130,食品,2,91.51,183.02
I0000769904,O2026061100007699,P00438,服饰,1,237.36,237.36
I0000769905,O2026061100007699,P00100,家电,2,1761.57,3523.14
I0000770001,O2025092000007700,P00244,运动,1,990.11,990.11
I0000770002,O2025092000007700,P00491,食品,1,390.46,390.46
I0000770003,O2025092000007700,P00512,美妆,1,180.39,180.39
I0000770004,O2025092000007700,P00575,食品,2,101.90,203.80
I0000770005,O2025092000007700,P00142,服饰,1,617.30,617.30
I0000770101,O2025061800007701,P00797,数码,1,2180.07,2180.07
I0000770102,O2025061800007701,P00323,服饰,1,199.36,199.36
I0000770103,O2025061800007701,P00306,母婴,2,285.99,571.98
I0000770104,O2025061800007701,P00084,食品,1,44.81,44.81
I0000770201,O2025030800007702,P00027,家电,5,508.41,2542.05
I0000770202,O2025030800007702,P00544,家居,3,432.46,1297.38
I0000770203,O2025030800007702,P00214,服饰,1,180.41,180.41
I0000770204,O2025030800007702,P00602,数码,1,3569.05,3569.05
I0000770301,O2025092700007703,P00073,家居,1,1048.45,1048.45
I0000770302,O2025092700007703,P00633,图书,1,304.60,304.60
I0000770401,O2025070400007704,P00507,数码,1,3100.95,3100.95
I0000770402,O2025070400007704,P00081,服饰,3,97.24,291.72
I0000770403,O2025070400007704,P00733,家电,1,1386.64,1386.64
I0000770404,O2025070400007704,P00641,服饰,1,226.32,226.32
I0000770405,O2025070400007704,P00710,家电,1,1345.10,1345.10
I0000770501,O2026061200007705,P00178,服饰,1,170.12,170.12
I0000770502,O2026061200007705,P00114,美妆,1,87.95,87.95
I0000770601,O2025120700007706,P00752,家电,5,564.39,2821.95
I0000770602,O2025120700007706,P00155,家居,1,945.15,945.15
I0000770603,O2025120700007706,P00458,家居,2,256.03,512.06
I0000770701,O2026060200007707,P00307,美妆,2,130.58,261.16
I0000770702,O2026060200007707,P00040,服饰,3,505.85,1517.55
I0000770703,O2026060200007707,P00579,服饰,1,296.45,296.45
I0000770801,O2025082100007708,P00468,家电,1,1947.76,1947.76
I0000770802,O2025082100007708,P00448,数码,1,1220.15,1220.15
I0000770901,O2025020900007709,P00085,数码,1,1738.80,1738.80
I0000771001,O2025042400007710,P00688,图书,1,55.98,55.98
I0000771002,O2025042400007710,P00425,食品,2,94.62,189.24
I0000771101,O2025012600007711,P00379,食品,1,103.22,103.22
I0000771201,O2025092000007712,P00663,图书,1,98.64,98.64
I0000771202,O2025092000007712,P00675,美妆,1,87.89,87.89
I0000771203,O2025092000007712,P00382,图书,1,47.90,47.90
I0000771301,O2025121200007713,P00789,服饰,1,256.75,256.75
I0000771302,O2025121200007713,P00222,美妆,1,215.55,215.55
I0000771303,O2025121200007713,P00417,食品,1,52.76,52.76
I0000771304,O2025121200007713,P00310,美妆,3,189.30,567.90
I0000771401,O2025121200007714,P00148,服饰,3,87.20,261.60
I0000771501,O2025052900007715,P00091,食品,2,170.08,340.16
I0000771601,O2025092000007716,P00055,家居,1,860.88,860.88
I0000771602,O2025092000007716,P00417,食品,1,52.10,52.10
I0000771701,O2025052500007717,P00117,运动,1,887.99,887.99
I0000771801,O2025032800007718,P00454,母婴,1,859.48,859.48
I0000771901,O2026032800007719,P00692,服饰,1,434.90,434.90
I0000771902,O2026032800007719,P00070,美妆,2,148.79,297.58
I0000772001,O2026051000007720,P00285,运动,1,640.65,640.65
I0000772002,O2026051000007720,P00202,服饰,4,281.46,1125.84
I0000772101,O2025011800007721,P00749,食品,2,76.51,153.02
I0000772102,O2025011800007721,P00057,食品,3,15.38,46.14
I0000772201,O2026042500007722,P00006,母婴,2,1315.59,2631.18
I0000772301,O2025043000007723,P00352,数码,1,7267.03,7267.03
I0000772302,O2025043000007723,P00622,家电,2,1918.55,3837.10
I0000772401,O2025010200007724,P00107,图书,1,91.80,91.80
I0000772402,O2025010200007724,P00602,数码,1,3365.83,3365.83
I0000772403,O2025010200007724,P00180,家电,1,1421.26,1421.26
I0000772404,O2025010200007724,P00038,家居,1,666.33,666.33
I0000772501,O2025101000007725,P00223,美妆,1,111.19,111.19
I0000772502,O2025101000007725,P00587,服饰,3,629.68,1889.04
I0000772503,O2025101000007725,P00627,服饰,1,306.69,306.69
I0000772601,O2025081900007726,P00098,食品,2,92.53,185.06
I0000772701,O2025050700007727,P00302,食品,1,176.36,176.36
I0000772702,O2025050700007727,P00656,家电,1,1605.06,1605.06
I0000772801,O2025102400007728,P00212,母婴,1,190.90,190.90
I0000772802,O2025102400007728,P00095,食品,1,132.99,132.99
I0000772803,O2025102400007728,P00155,家居,1,971.99,971.99
I0000772804,O2025102400007728,P00739,家居,2,107.56,215.12
I0000772901,O2025062900007729,P00349,美妆,2,73.38,146.76
I0000772902,O2025062900007729,P00711,美妆,2,385.52,771.04
I0000773001,O2026052200007730,P00071,运动,1,1369.34,1369.34
I0000773101,O2026022300007731,P00352,数码,1,7151.56,7151.56
I0000773102,O2026022300007731,P00103,图书,1,28.44,28.44
I0000773103,O2026022300007731,P00008,图书,1,106.64,106.64
I0000773201,O2025011100007732,P00547,家电,3,1379.37,4138.11
I0000773202,O2025011100007732,P00676,家居,2,141.96,283.92
I0000773301,O2025112300007733,P00408,运动,1,551.74,551.74
I0000773401,O2025081700007734,P00791,母婴,2,525.81,1051.62
I0000773402,O2025081700007734,P00695,服饰,1,142.47,142.47
I0000773501,O2025010400007735,P00261,家电,1,2598.61,2598.61
I0000773502,O2025010400007735,P00152,家居,1,179.64,179.64
I0000773503,O2025010400007735,P00743,家居,2,540.51,1081.02
I0000773601,O2025090200007736,P00732,美妆,2,173.60,347.20
I0000773602,O2025090200007736,P00106,美妆,1,138.77,138.77
I0000773603,O2025090200007736,P00695,服饰,1,140.43,140.43
I0000773701,O2025081400007737,P00131,母婴,1,269.03,269.03
I0000773801,O2025050300007738,P00613,图书,1,84.92,84.92
I0000773901,O2026013000007739,P00137,服饰,1,221.09,221.09
I0000773902,O2026013000007739,P00721,美妆,1,278.93,278.93
I0000773903,O2026013000007739,P00478,数码,1,889.94,889.94
I0000774001,O2025081400007740,P00161,美妆,1,187.80,187.80
I0000774002,O2025081400007740,P00229,食品,1,24.43,24.43
I0000774101,O2025011400007741,P00739,家居,1,111.61,111.61
I0000774102,O2025011400007741,P00047,家电,5,675.62,3378.10
I0000774201,O2025032500007742,P00453,服饰,2,680.05,1360.10
I0000774202,O2025032500007742,P00343,美妆,2,199.63,399.26
I0000774203,O2025032500007742,P00154,母婴,3,146.59,439.77
I0000774204,O2025032500007742,P00483,数码,1,1371.21,1371.21
I0000774205,O2025032500007742,P00126,运动,2,612.82,1225.64
I0000774301,O2026010200007743,P00167,数码,1,1089.23,1089.23
I0000774401,O2025031100007744,P00438,服饰,1,240.94,240.94
I0000774402,O2025031100007744,P00726,运动,1,192.79,192.79
I0000774501,O2025070700007745,P00220,美妆,1,154.86,154.86
I0000774601,O2025100300007746,P00237,服饰,1,180.15,180.15
I0000774602,O2025100300007746,P00477,美妆,1,69.42,69.42
I0000774701,O2026052400007747,P00395,食品,1,55.66,55.66
I0000774702,O2026052400007747,P00555,家居,1,1935.96,1935.96
I0000774703,O2026052400007747,P00467,数码,1,789.35,789.35
I0000774801,O2025020500007748,P00681,美妆,2,70.03,140.06
I0000774802,O2025020500007748,P00797,数码,2,2222.90,4445.80
I0000774803,O2025020500007748,P00776,食品,3,74.66,223.98
I0000774901,O2025011000007749,P00180,家电,1,1377.82,1377.82
I0000774902,O2025011000007749,P00758,家居,2,910.23,1820.46
I0000775001,O2026042800007750,P00393,美妆,2,155.31,310.62
I0000775002,O2026042800007750,P00779,食品,1,80.99,80.99
I0000775101,O2025022100007751,P00404,运动,1,699.15,699.15
I0000775201,O2025072200007752,P00649,数码,1,1727.42,1727.42
I0000775301,O2026050400007753,P00639,数码,2,1029.87,2059.74
I0000775302,O2026050400007753,P00683,家电,1,1233.08,1233.08
I0000775401,O2025122000007754,P00444,美妆,2,356.62,713.24
I0000775501,O2025111500007755,P00293,母婴,1,377.11,377.11
I0000775601,O2025110300007756,P00102,服饰,1,530.93,530.93
I0000775602,O2025110300007756,P00678,数码,1,5018.72,5018.72
I0000775701,O2025082400007757,P00578,数码,1,1112.89,1112.89
I0000775702,O2025082400007757,P00524,美妆,2,268.42,536.84
I0000775801,O2025101000007758,P00386,食品,1,88.22,88.22
I0000775901,O2025041800007759,P00732,美妆,1,176.33,176.33
I0000775902,O2025041800007759,P00659,图书,2,158.39,316.78
I0000775903,O2025041800007759,P00113,食品,2,77.88,155.76
I0000775904,O2025041800007759,P00785,家电,1,1274.92,1274.92
I0000775905,O2025041800007759,P00251,食品,1,293.96,293.96
I0000776001,O2025081400007760,P00500,食品,2,94.85,189.70
I0000776101,O2025090200007761,P00498,服饰,1,189.29,189.29
I0000776201,O2025080100007762,P00105,服饰,1,81.52,81.52
I0000776202,O2025080100007762,P00792,美妆,1,145.88,145.88
I0000776301,O2025072600007763,P00645,美妆,2,185.04,370.08
I0000776401,O2026061800007764,P00396,服饰,1,302.24,302.24
I0000776402,O2026061800007764,P00502,美妆,1,324.39,324.39
I0000776501,O2025101100007765,P00241,数码,1,5151.19,5151.19
I0000776601,O2025102300007766,P00295,母婴,1,632.44,632.44
I0000776602,O2025102300007766,P00333,家居,1,435.78,435.78
I0000776701,O2026011800007767,P00408,运动,1,541.05,541.05
I0000776801,O2026012000007768,P00190,数码,1,3214.68,3214.68
I0000776901,O2025120700007769,P00296,家居,1,942.42,942.42
I0000776902,O2025120700007769,P00558,家电,2,2814.03,5628.06
I0000777001,O2025102500007770,P00239,美妆,1,99.66,99.66
I0000777101,O2025103000007771,P00646,服饰,1,85.03,85.03
I0000777102,O2025103000007771,P00442,运动,1,434.22,434.22
I0000777103,O2025103000007771,P00376,运动,2,2347.20,4694.40
I0000777201,O2025111100007772,P00696,服饰,2,182.08,364.16
I0000777202,O2025111100007772,P00244,运动,1,991.88,991.88
I0000777203,O2025111100007772,P00781,服饰,2,130.23,260.46
I0000777204,O2025111100007772,P00442,运动,1,440.16,440.16
I0000777301,O2025121700007773,P00679,家居,1,284.86,284.86
I0000777401,O2025011900007774,P00173,运动,1,533.94,533.94
I0000777402,O2025011900007774,P00410,食品,3,80.82,242.46
